Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Prediccion,Predicted_Probability
1,1,18,1,2,8369,1,3,0,2,5,2,1,0,6,2,1,1,0,2,915,1340,0,0.00027272062
0,1,62,1,1,273,0,4,4,0,3,1,4,0,1,1,3,2,5,0,1567,629,1,0.80284286
0,1,76,1,0,882,1,2,3,0,3,2,4,0,4,4,3,4,3,5,261,834,0,0.0050268658
0,0,67,1,1,9493,6,3,6,3,2,0,6,0,6,0,5,3,6,0,1091,428,1,0.9976418
0,1,38,0,1,2803,1,5,6,1,3,2,1,0,3,5,4,6,4,1,1990,1582,0,0.0020914774
1,1,54,1,0,7621,3,4,1,4,3,4,2,0,0,0,0,0,2,0,1000,1222,0,0.12126591
1,0,67,1,1,1820,5,4,4,3,1,3,5,5,2,6,2,5,0,2,1208,1499,1,0.99645954
0,0,81,0,0,9642,6,3,3,1,4,0,1,4,3,6,3,4,4,6,1107,1198,1,0.85721487
0,0,28,0,1,9561,6,2,1,2,4,4,5,1,2,4,1,3,1,5,274,598,1,0.74855405
1,0,89,0,0,370,0,6,2,1,0,4,0,3,1,3,5,5,1,3,860,1100,1,0.9998578
0,0,4,1,2,9739,6,6,0,2,1,1,3,1,0,2,1,1,1,6,1407,1410,1,0.91108614
0,1,42,1,1,4249,5,2,4,3,2,1,2,4,6,4,4,5,0,2,955,1797,1,0.9629323
1,1,45,0,1,6126,3,2,1,4,1,3,2,4,3,6,1,5,2,5,1750,815,0,0.0070666387
0,1,54,0,1,167,6,3,5,5,1,1,6,3,2,5,2,3,0,5,458,1006,1,0.9995229
1,1,67,1,1,987,2,5,5,3,5,4,0,6,3,2,0,1,5,0,1564,1058,0,0.18501669
0,0,84,0,0,6735,4,5,4,2,4,3,0,0,2,3,4,4,1,1,1234,943,0,0.014938909
0,1,24,1,0,1774,0,6,6,5,3,2,1,4,3,5,2,2,1,2,1181,1555,1,0.9907657
0,1,1,1,2,5174,1,0,5,1,4,6,2,0,2,0,0,0,4,6,948,1488,0,0.0029520388
0,0,32,0,1,1890,5,4,1,3,1,1,4,2,4,3,5,0,5,5,1713,1335,1,0.89814687
0,0,53,1,0,5929,1,0,5,1,2,3,2,1,6,5,4,1,3,6,668,1793,1,0.91374546
0,0,5,1,2,7868,3,0,3,5,5,2,0,2,2,0,4,0,1,3,1821,519,0,0.0116293365
1,0,6,0,2,7279,5,5,2,6,6,2,0,0,2,3,1,0,6,6,275,998,1,0.90106934
1,1,8,0,0,8127,2,4,5,5,2,3,2,2,2,3,1,0,1,1,1134,1188,0,0.00095725927
1,1,69,1,0,6404,2,1,6,3,3,0,5,5,4,5,4,1,0,2,1035,363,0,0.0038090947
1,0,91,1,0,6144,1,4,1,2,2,6,5,3,2,0,6,1,3,6,1010,1541,1,0.9979961
0,1,67,1,2,1356,2,6,0,0,4,2,3,4,6,6,6,4,2,1,624,268,0,0.0025033334
1,0,78,0,0,9698,4,3,1,0,2,5,5,3,0,6,6,5,1,5,368,634,0,0.16941561
1,1,52,0,1,777,4,4,0,0,3,4,4,4,4,3,0,6,0,2,1012,1547,0,0.068685144
1,1,17,0,1,7900,3,0,3,6,3,6,5,4,0,4,2,4,6,3,277,1776,0,8.2107574e-05
0,0,5,0,0,4222,0,3,6,5,1,6,1,3,6,0,3,4,4,1,884,429,1,0.864994
1,1,4,0,0,4249,5,1,6,1,1,3,6,0,0,0,3,4,1,3,616,1936,1,0.5430136
1,0,54,1,0,5975,0,4,1,2,5,2,2,6,2,5,0,3,5,5,894,435,1,0.99999297
1,1,68,1,0,7289,2,4,2,3,2,3,3,2,2,5,0,5,0,0,421,165,0,0.04564866
0,1,7,1,0,2968,0,1,1,5,5,2,5,6,5,2,6,6,2,0,150,234,1,0.9988966
0,1,19,0,0,186,3,0,2,3,0,0,2,5,1,4,5,0,3,6,795,1840,0,0.00028760303
1,0,14,1,1,3438,5,3,0,4,0,6,6,3,5,0,6,2,5,2,54,1346,1,0.9957397
0,1,66,1,2,2455,6,1,1,3,3,6,2,1,0,5,0,4,2,6,1904,199,1,0.96962166
0,1,7,1,2,8034,0,5,2,2,1,1,0,2,1,1,5,0,6,0,1075,1945,1,0.99941456
1,1,70,0,1,4533,3,5,4,4,2,0,6,1,4,3,4,2,6,0,1846,1186,0,0.003825172
0,0,61,0,2,688,4,5,5,6,4,6,0,0,5,5,6,6,1,6,1843,1270,0,0.33027753
1,0,46,1,2,8780,2,6,0,4,3,4,1,4,5,3,3,6,2,4,861,1516,0,0.31351888
1,1,3,1,0,8912,1,6,6,4,1,1,5,4,6,2,6,3,1,1,1149,66,0,0.004715871
1,0,48,0,0,1066,5,6,6,1,4,6,4,4,3,6,6,2,1,3,290,589,1,0.99884343
0,1,19,0,2,7260,4,5,0,1,4,1,6,3,6,4,1,4,6,5,272,574,0,0.14027905
1,0,14,0,0,5968,5,1,4,4,6,5,3,5,1,2,1,6,4,5,1096,1091,1,0.99798834
1,1,66,1,2,3396,5,1,2,1,3,2,6,0,0,3,2,6,0,1,410,1249,1,0.78631604
1,1,25,1,2,3991,1,4,1,6,2,4,1,6,3,3,5,1,3,0,20,348,0,0.0023300957
1,1,29,0,1,8736,6,4,0,1,6,0,1,6,1,4,6,6,4,2,1619,913,1,0.9752296
1,1,82,1,0,5870,4,5,0,6,6,1,2,3,2,6,0,2,3,5,213,1934,0,0.44327712
1,0,63,0,2,9554,1,2,5,2,2,2,2,6,5,2,0,2,3,6,881,1874,0,0.00032540044
1,1,38,1,1,1531,2,1,3,6,3,1,0,2,2,1,2,3,6,0,363,1710,0,0.015900146
1,0,67,0,2,2913,1,5,5,5,3,3,3,3,2,3,3,6,2,1,213,1192,0,0.00014220265
1,0,36,0,2,4041,5,1,1,2,0,2,1,2,4,2,1,6,4,5,1095,1772,0,0.46778312
0,0,97,1,2,5485,0,1,6,1,2,6,3,1,2,5,0,1,1,0,331,404,1,0.98537874
1,0,74,1,0,1243,1,2,6,3,6,2,3,4,3,6,1,3,3,1,595,871,0,0.0048389966
1,1,88,1,0,3478,4,0,6,5,3,6,0,1,0,2,5,1,0,0,1296,538,0,0.009732216
1,0,46,0,2,6124,2,5,0,2,0,5,2,2,1,1,2,0,0,0,1245,429,0,0.00023050826
0,1,25,0,2,6772,5,2,6,4,6,1,2,5,0,0,6,2,4,4,705,292,1,0.9931263
1,0,24,0,2,6225,0,5,6,0,5,3,0,3,5,0,4,1,4,6,560,290,1,0.99984896
1,0,85,1,0,9060,6,3,3,1,0,1,6,4,3,6,3,6,1,6,343,693,1,0.92382336
1,1,0,1,1,7092,6,4,5,3,4,6,3,6,3,1,2,5,4,0,1867,62,1,0.9997354
0,1,1,1,1,251,4,2,6,4,3,1,5,5,4,4,5,0,5,3,622,1306,1,0.7539268
0,0,68,0,0,125,6,4,6,4,1,6,6,3,6,3,2,4,0,0,1674,1420,1,0.9995819
0,0,17,0,0,7021,5,4,4,0,5,2,5,3,2,0,6,2,4,0,632,1409,1,0.8627233
0,1,85,0,0,1024,3,1,0,1,2,3,0,1,4,2,6,6,4,6,1310,1862,0,3.7777734e-06
1,1,87,0,2,7091,1,0,0,1,4,2,1,4,2,4,6,0,6,2,520,895,0,0.000100454265
1,1,45,0,0,6493,0,0,5,6,5,4,2,4,3,1,3,6,5,4,1382,256,1,0.9956175
1,0,29,1,0,8248,6,6,5,2,3,2,4,0,3,5,5,6,6,5,140,1980,1,0.99894685
1,0,21,0,2,5180,2,3,3,3,4,0,3,5,1,4,4,2,3,4,1029,605,0,0.006518036
1,0,48,0,0,792,0,6,2,2,2,5,1,1,6,0,4,4,6,5,18,1397,1,0.99769944
0,1,73,0,2,9859,5,2,1,4,5,6,0,0,5,0,2,1,4,2,1177,819,1,0.99269146
0,0,77,0,0,812,5,3,6,1,1,0,3,2,3,5,2,2,3,2,1438,898,1,0.9988721
1,0,98,1,2,3331,4,5,1,6,4,6,1,0,4,1,0,0,6,3,1196,1943,1,0.9849261
0,0,43,1,1,8575,1,3,2,3,6,3,2,5,6,2,5,4,0,6,1101,1312,1,0.7887738
0,0,35,1,1,2497,3,2,2,5,1,5,2,5,5,4,0,4,5,2,399,1163,1,0.9475162
0,1,90,0,0,2140,1,6,3,5,6,1,6,6,3,1,1,6,2,5,576,871,0,1.3911295e-05
1,1,94,1,2,2730,0,6,0,4,5,3,5,2,0,3,1,5,5,0,1612,423,1,0.99984336
0,1,5,0,0,4198,6,1,3,0,1,1,3,4,0,6,6,2,2,6,1111,1274,1,0.97832644
0,1,57,1,1,9525,4,6,4,6,6,1,4,1,0,6,3,6,1,6,791,91,1,0.8505354
0,1,38,1,1,3197,3,0,1,2,6,5,6,4,4,4,4,5,6,4,723,809,0,0.027859347
1,0,58,0,2,698,2,2,1,3,5,6,3,0,3,2,6,0,3,4,1123,1722,0,0.001017124
1,1,22,1,1,461,5,6,0,3,4,3,4,3,2,2,1,0,6,6,680,76,1,0.998083
0,1,44,0,0,2158,2,0,4,0,3,4,2,3,5,6,1,4,1,6,1871,824,0,0.0004002616
1,1,73,0,2,239,0,2,4,3,1,5,0,5,6,5,4,2,4,2,1598,610,1,0.9988097
0,1,97,0,0,8704,6,5,5,2,2,2,4,3,5,5,0,3,1,4,1459,164,1,0.99963593
1,0,46,0,1,4503,4,5,6,4,3,4,4,3,5,0,6,5,3,1,546,168,0,0.39806724
1,1,59,0,1,7964,6,4,5,6,1,1,0,6,1,4,6,2,1,0,864,1212,1,0.9616107
0,0,51,1,1,8742,1,2,1,1,0,1,5,6,5,2,0,0,6,2,1433,296,1,0.93291867
1,0,80,1,0,9964,2,5,4,0,3,0,2,0,1,1,5,3,4,1,784,1798,0,0.22848149
1,0,5,1,2,3997,0,2,3,1,1,1,1,1,2,0,0,3,4,2,1025,1224,1,0.969056
0,1,59,1,2,8628,4,4,1,3,3,2,4,6,5,6,6,0,6,4,305,1915,1,0.91639787
1,0,90,1,2,653,4,0,3,2,5,1,6,3,3,1,2,3,6,3,1844,725,1,0.999406
0,1,9,0,0,7946,3,1,0,3,1,5,0,5,5,3,1,0,2,6,359,818,0,3.6151687e-05
1,0,65,1,0,5704,0,4,2,0,3,5,5,0,1,2,5,3,1,1,1651,1950,1,0.99990916
0,0,95,0,2,4484,1,0,1,3,6,5,3,4,4,2,2,2,5,1,611,56,0,2.9613548e-05
0,0,31,1,2,5896,2,6,1,1,5,4,1,3,0,2,5,6,1,6,61,707,1,0.9987012
0,1,91,0,2,1619,5,4,2,3,3,5,0,3,2,3,5,3,4,4,547,1996,1,0.99456996
0,0,86,0,1,6579,3,4,4,5,0,2,4,1,6,0,2,2,6,3,778,1899,0,0.0002961849
1,0,70,0,2,3632,6,1,1,0,5,2,5,4,1,4,0,4,1,1,1482,1047,1,0.930337
1,1,11,1,2,3401,5,4,4,6,6,5,6,2,1,4,2,1,1,1,1071,658,1,0.904905
0,0,98,0,2,4270,3,6,4,3,6,6,6,4,5,0,2,3,4,3,831,1215,0,0.00058153964
0,1,67,1,2,2007,1,3,5,5,1,0,6,3,0,2,0,1,1,6,959,228,0,0.0005366103
1,1,23,0,1,1490,5,1,1,4,3,3,2,3,1,0,2,5,4,0,775,1589,1,0.9949521
1,0,57,0,2,2989,0,4,5,2,2,3,0,2,6,4,6,4,5,4,1101,1912,1,0.9996
0,0,35,1,2,5453,1,0,2,0,3,3,1,3,5,5,1,6,0,5,403,1587,1,0.8347669
1,1,84,0,0,6561,6,0,2,0,4,5,3,6,0,3,0,5,6,1,1189,820,1,0.99451244
0,0,69,0,0,9505,5,6,2,6,5,1,3,5,2,6,3,1,4,6,1567,760,1,0.97000194
1,1,21,1,2,8762,3,2,4,3,6,3,2,0,1,0,0,3,2,1,586,1596,0,0.08958616
1,1,99,1,2,6001,4,1,5,1,2,3,5,5,1,4,3,2,5,3,1784,434,0,0.32508627
0,0,27,0,1,8729,1,4,0,6,3,3,0,1,2,3,5,3,0,2,1732,999,0,9.724172e-05
0,1,47,0,0,4863,5,1,3,6,6,5,2,6,5,1,4,2,2,3,1823,898,1,0.9948407
0,1,80,0,2,4358,3,5,6,2,2,4,3,5,5,0,3,4,3,4,1463,190,0,0.0016794995
1,1,97,1,1,4459,4,6,5,3,4,0,1,1,4,6,1,4,6,5,973,1253,1,0.7964154
1,0,85,0,0,8684,6,1,4,2,6,3,3,3,1,2,0,6,2,5,1275,1663,1,0.97220695
1,0,35,0,2,8475,0,0,3,2,3,2,3,2,1,2,5,2,0,3,1487,1338,1,0.99909043
0,1,29,1,0,1235,1,5,6,6,3,2,1,2,6,4,4,2,5,2,1416,438,0,0.00021392692
0,1,63,0,1,9822,1,3,3,1,2,6,6,6,5,0,4,3,2,4,1598,611,0,0.00084202224
0,0,39,0,1,2097,3,1,2,5,6,2,4,4,3,0,6,6,5,2,1724,268,0,0.0018985964
0,0,86,1,2,5287,6,1,5,1,3,4,6,6,1,0,2,0,3,6,1739,1652,0,0.04646659
1,1,40,0,2,337,5,1,4,6,4,4,2,2,3,6,3,2,0,3,268,108,1,0.99677557
0,1,62,1,1,9699,1,1,4,0,5,2,2,5,1,5,0,5,5,6,1748,1335,0,0.2822276
1,1,14,0,2,2419,1,2,5,4,2,6,5,6,0,5,2,6,2,3,1563,746,0,8.4691754e-05
0,0,81,0,2,349,2,3,0,2,6,1,6,2,6,5,0,1,2,5,1306,1032,0,0.0017258862
1,1,63,0,2,6520,5,1,6,4,1,4,1,4,6,0,3,5,3,2,834,195,1,0.9978059
0,1,70,0,1,3145,3,6,2,5,5,1,6,1,3,1,0,5,3,1,1762,1239,0,0.0065951496
1,0,23,1,2,1666,1,4,5,2,0,6,1,6,0,5,0,4,5,6,1835,1897,1,0.99155515
1,1,91,0,1,5734,2,0,2,1,2,0,0,3,2,5,0,4,3,0,1973,244,0,0.0023636345
0,0,0,0,1,2016,3,4,1,4,5,4,2,0,1,3,4,1,6,3,1701,1333,0,0.008648801
0,1,69,0,0,6954,6,3,6,6,6,5,1,1,6,2,0,0,0,0,590,699,1,0.9995616
0,1,30,0,0,7856,0,2,0,6,0,0,0,1,2,6,5,6,3,2,144,340,1,0.98192745
0,0,21,0,1,1535,2,1,3,5,2,3,5,6,4,5,0,5,5,3,1924,1680,0,0.0014743845
0,0,91,1,1,5660,2,6,0,0,6,1,3,4,5,4,5,3,3,1,1511,798,1,0.7984334
1,0,66,0,2,3767,4,0,1,0,0,0,3,1,3,4,3,6,3,1,1967,1018,0,0.012290681
1,1,22,0,2,6683,0,4,2,5,6,1,4,1,1,4,5,2,6,1,587,847,1,0.99771845
0,0,11,1,2,2465,4,4,5,6,6,0,1,5,6,6,6,4,3,4,1296,1276,1,0.6011208
1,0,16,0,1,1832,3,4,5,3,4,6,5,0,5,1,6,5,3,2,620,452,0,0.0014545254
1,1,75,1,1,1816,1,1,6,0,1,3,2,6,5,2,0,4,0,4,1272,679,0,0.0014917089
0,0,44,1,1,2462,5,6,5,4,5,1,6,6,3,4,6,1,2,1,219,1852,1,0.9976744
1,1,43,1,0,809,0,0,0,2,4,1,3,1,4,0,2,1,1,4,1210,346,1,0.9996468
0,1,10,1,1,4183,1,5,6,4,3,4,6,5,5,6,4,3,4,0,961,648,0,0.019196237
0,1,96,0,0,951,5,2,5,2,0,6,4,5,3,5,4,3,4,1,1241,1020,1,0.9927937
1,1,49,1,0,1198,5,1,3,1,4,3,2,3,3,0,3,3,1,6,274,1735,1,0.9911737
0,0,59,0,0,9436,4,0,0,2,6,0,4,5,0,4,3,6,4,3,89,1341,0,0.02467256
0,0,85,0,2,6080,2,5,0,4,1,4,1,2,5,3,0,4,6,3,1420,1437,0,6.698363e-05
0,0,22,0,0,2142,1,0,1,0,1,4,5,1,1,6,2,3,3,5,1089,958,0,0.0025025632
1,1,24,1,2,1781,0,4,1,3,6,3,6,4,2,1,3,4,6,0,1930,522,1,0.99918836
0,1,44,0,2,307,2,3,2,5,1,4,6,2,1,0,2,1,3,4,782,215,0,0.002067427
1,0,84,0,2,9231,3,3,5,1,5,6,2,3,3,5,2,1,2,3,901,277,0,0.022305483
1,1,29,1,1,6801,3,1,4,0,5,5,0,2,5,0,0,1,6,0,1296,1180,0,0.12622042
1,0,37,1,0,2434,0,5,3,6,6,3,1,5,5,1,0,6,5,1,1451,496,1,0.99967897
1,1,28,1,2,3904,1,5,5,0,5,6,4,4,0,5,2,0,6,3,1056,1248,0,0.09376747
0,1,17,0,1,7627,6,6,0,1,1,3,5,5,6,5,6,5,4,5,986,281,1,0.9995796
1,0,95,0,2,3219,3,1,1,1,3,4,1,2,4,5,4,0,3,0,202,570,0,3.396131e-05
0,1,77,1,1,7600,1,6,5,4,3,3,5,1,5,6,1,0,1,1,1177,1022,0,0.00028367477
1,1,85,1,1,4075,1,4,1,6,3,5,2,3,1,1,4,5,1,1,123,1924,0,0.023267144
1,1,71,1,2,1562,6,6,2,3,2,3,6,5,0,6,5,5,0,1,1088,1940,1,0.99472564
1,1,81,0,1,6782,6,1,3,5,4,6,2,6,0,6,4,0,0,4,413,1908,1,0.9863462
1,0,21,0,2,8871,4,6,3,6,1,5,5,0,4,2,2,4,2,5,116,584,0,0.051444355
1,1,11,1,2,2291,0,6,6,2,4,2,4,2,2,0,5,3,4,1,1488,1219,1,0.9993279
0,1,2,1,2,1406,0,6,6,5,3,3,5,0,1,6,6,2,4,1,1092,1874,1,0.94314903
1,1,68,0,0,3883,5,2,6,2,3,4,1,4,3,6,1,4,3,4,1471,974,1,0.9990276
0,1,77,0,1,3179,6,5,1,0,0,4,3,1,3,3,6,4,4,3,1596,430,1,0.94655424
1,0,30,1,2,8424,5,4,3,4,6,2,3,6,1,0,0,5,6,3,126,1681,1,0.9921079
0,1,69,1,2,3276,6,5,3,3,1,2,5,4,5,2,4,2,6,6,1772,976,1,0.95141685
0,1,97,0,1,5791,3,1,2,0,5,3,6,1,5,5,5,3,1,6,736,558,0,6.61243e-05
0,1,8,0,0,3169,5,1,1,6,3,1,0,1,0,5,0,5,0,6,1978,1624,1,0.98835444
0,1,24,0,1,7896,2,3,1,2,3,0,4,4,5,4,6,6,4,3,895,1441,0,0.028769488
1,0,24,1,1,9329,2,5,1,5,5,5,0,0,6,5,6,2,2,5,904,947,1,0.99969566
1,0,97,0,0,5665,6,6,2,6,1,2,4,3,5,1,1,3,6,0,710,159,1,0.81143874
0,1,76,1,0,3180,2,2,2,6,5,3,5,2,1,4,4,2,1,1,1608,418,0,0.0016230899
1,1,37,1,0,5523,5,5,5,0,3,0,3,4,2,3,2,3,3,4,1712,179,1,0.98731625
0,0,7,0,1,5260,0,2,1,5,4,6,0,5,2,1,1,1,3,3,72,1435,1,0.994514
0,1,100,1,2,434,5,5,5,3,1,5,1,3,6,2,4,6,0,2,485,1891,1,0.99105996
0,0,22,0,2,6394,6,6,6,6,2,0,5,6,1,5,1,3,2,3,1039,1832,1,0.99939036
1,1,26,0,0,3309,0,5,5,6,0,2,6,4,3,0,1,6,1,6,664,38,1,0.8844858
0,0,62,1,0,6001,5,4,3,3,5,2,5,2,6,3,1,1,5,2,1245,1306,1,0.90572613
1,0,84,1,0,1582,1,1,5,3,0,4,3,6,3,5,0,6,3,4,330,1760,0,0.39383218
1,0,46,1,2,5631,0,1,3,4,0,0,2,4,6,2,2,2,5,1,216,1492,1,0.9838361
1,1,9,1,1,9975,0,3,2,1,4,6,4,1,5,4,2,1,4,6,1900,1829,1,0.97645617
1,0,54,0,0,9510,6,5,0,4,0,2,2,1,3,2,3,0,0,4,574,1968,1,0.98266166
0,1,81,1,0,5184,5,0,4,2,4,1,4,5,4,1,3,5,1,1,1274,1132,1,0.9052858
0,1,100,1,0,2306,4,1,0,1,3,3,4,3,3,0,2,4,3,2,1020,1313,0,0.00035777158
0,0,88,1,2,169,3,0,3,4,1,4,4,4,2,6,0,4,2,4,777,136,0,0.13116695
1,1,94,1,1,8157,4,6,0,1,4,0,4,2,3,5,1,0,4,1,1648,704,0,0.00858562
1,0,61,1,1,2959,5,3,2,6,3,3,1,1,3,6,2,6,1,6,666,313,1,0.99901295
0,0,12,0,1,7347,2,6,6,2,6,1,2,4,6,1,1,6,2,3,1917,1666,0,0.0028718507
1,1,74,0,0,7893,2,1,6,1,3,5,6,0,2,4,3,5,2,3,170,1230,0,0.00021534902
1,0,28,1,2,9189,2,0,0,6,5,4,6,6,6,4,1,1,0,3,1564,1277,0,0.059336293
1,0,28,0,2,1962,2,4,3,6,2,5,5,3,1,5,2,4,4,0,1523,309,0,0.0017574338
0,0,64,1,0,1588,1,4,5,4,3,0,1,3,6,2,4,3,4,6,34,1041,0,0.30542222
0,1,68,0,1,1360,5,4,2,1,5,3,3,5,5,4,6,3,4,5,804,1246,1,0.93127733
1,0,91,1,1,7820,0,6,2,5,6,5,0,6,6,3,2,1,1,0,1189,1143,1,0.9946602
0,0,21,0,1,494,4,0,2,1,2,1,5,0,2,5,1,4,0,4,1808,385,0,0.04072638
0,1,1,0,2,139,5,1,5,3,1,3,4,6,4,3,1,0,2,6,1775,1024,1,0.83553934
0,1,70,0,0,7696,6,3,5,0,5,1,0,5,6,2,5,4,3,5,1647,224,1,0.9793235
1,0,42,1,2,1985,6,1,6,3,0,1,2,4,2,2,3,5,3,4,742,1757,1,0.9920745
0,1,34,1,1,3964,0,4,1,5,5,0,6,2,4,3,4,1,2,5,212,1997,1,0.99901664
1,0,8,1,0,3417,6,4,4,6,3,2,2,6,6,1,6,3,0,4,1271,1273,1,0.7034926
0,1,0,1,1,5528,0,6,2,3,2,1,1,4,5,6,5,0,3,5,808,1222,1,0.99981993
1,0,90,1,1,8644,2,1,2,4,5,2,1,5,3,3,0,0,5,6,705,1479,0,0.2841688
0,0,82,1,2,3903,3,6,4,1,0,6,1,6,3,4,6,0,1,1,1279,368,1,0.95329237
1,0,73,1,0,2348,5,5,1,1,4,3,2,5,0,6,1,4,2,1,756,506,1,0.9154561
0,1,54,0,0,3760,0,0,0,0,1,3,3,2,3,4,6,6,5,2,153,1480,1,0.999856
0,1,95,0,2,9514,6,4,4,1,2,5,2,1,6,0,1,1,6,5,1011,1930,1,0.9568785
1,1,80,0,0,730,4,4,0,0,4,0,2,2,1,6,3,6,3,2,616,112,0,0.016003065
0,1,90,0,2,8785,5,3,2,1,3,5,1,1,2,3,4,6,2,4,847,37,1,0.99571097
0,0,96,1,0,4805,5,3,4,4,6,0,6,2,4,1,5,4,4,5,1844,134,1,0.99895203
0,1,54,1,1,8232,0,2,4,2,2,0,6,3,6,5,6,0,0,0,1817,973,1,0.99628276
1,0,36,1,1,6106,6,2,2,3,3,5,1,1,3,4,3,3,1,2,378,1671,1,0.72209245
0,1,64,1,0,5495,3,2,3,5,6,5,4,3,2,6,6,6,0,1,1653,1083,0,0.0879391
0,1,68,0,2,952,1,5,6,0,6,0,0,1,4,3,2,2,2,6,25,1402,0,0.0021443826
1,0,68,0,1,346,4,5,6,0,6,1,3,6,5,5,3,5,5,6,1862,716,1,0.53576356
1,1,94,0,0,842,2,5,2,5,0,5,1,2,5,3,2,3,4,2,178,618,0,0.0001559492
1,1,54,1,1,5457,4,4,1,2,1,6,5,4,0,3,4,3,1,4,651,1797,0,0.18328615
0,0,72,1,1,7168,5,2,0,2,2,0,3,3,5,6,4,3,0,1,1273,1383,1,0.9247758
0,0,76,0,0,6905,6,5,3,4,4,4,0,3,1,5,3,3,1,5,1112,1633,1,0.9832461
0,0,45,1,2,6709,4,1,5,0,0,0,3,6,6,1,2,2,1,6,419,1004,0,0.3413995
1,1,61,1,2,388,3,5,6,3,2,5,2,6,3,3,1,0,0,6,417,1563,0,0.033937868
1,1,100,1,0,272,4,5,3,1,1,3,2,5,0,6,0,5,3,6,1848,1849,1,0.8292611
1,0,27,1,1,7261,2,5,0,6,4,2,2,4,6,0,4,5,5,4,1585,1359,0,0.13890861
1,1,19,1,2,198,4,1,6,4,1,2,6,2,2,5,6,5,3,4,1613,692,1,0.7951748
1,0,86,0,2,3471,6,5,0,6,4,6,0,0,5,6,3,0,1,3,769,1874,1,0.8772231
0,0,3,1,2,3252,1,3,4,2,4,4,4,4,2,2,5,6,1,3,923,942,1,0.80466896
1,1,2,1,0,506,3,3,5,1,3,4,3,4,6,4,2,3,4,5,1777,182,0,0.008580329
1,1,41,0,2,5079,6,6,6,2,6,5,1,4,1,4,3,5,3,5,1535,140,1,0.99993396
1,0,91,0,1,1047,3,3,0,6,0,3,1,2,5,6,4,6,5,1,896,485,0,0.00020873854
0,0,34,1,2,1702,5,1,3,1,5,1,2,5,4,5,0,0,4,3,103,1661,1,0.997101
0,1,10,1,1,3634,5,1,0,0,5,4,3,0,6,3,2,1,3,4,1350,999,0,0.17816336
1,0,88,0,0,5220,6,1,3,0,4,4,5,2,2,5,3,6,5,3,1768,969,1,0.9804559
0,1,75,1,1,3574,5,0,0,6,2,1,2,4,1,3,3,5,1,4,1641,1258,1,0.9303796
1,1,45,0,1,3001,4,5,2,6,4,5,3,4,3,3,5,0,3,5,1252,1377,0,0.15660912
0,1,38,0,0,5810,6,2,4,5,5,1,1,5,0,4,3,1,1,5,1487,1329,1,0.86294925
0,0,49,1,0,4766,2,0,3,3,3,4,6,2,1,3,1,2,5,1,917,1634,1,0.9966363
0,0,46,1,0,2036,3,0,1,1,4,0,6,6,3,1,3,0,3,6,1151,282,0,0.41865337
1,0,39,0,2,3452,3,2,2,6,4,3,5,3,1,5,5,5,3,0,1706,1418,0,0.007911348
1,0,11,1,0,9488,2,0,0,4,5,2,4,2,3,1,5,1,3,5,1939,1667,0,0.014332893
1,1,85,1,2,8241,3,2,1,2,2,5,4,0,4,1,6,6,1,4,1814,129,0,0.007437646
0,0,32,0,0,7496,6,1,4,1,1,0,2,3,4,1,0,0,0,2,1087,1334,1,0.9648161
0,0,47,1,2,2205,2,3,1,5,4,2,0,0,1,3,4,3,2,3,1477,597,0,0.13553222
1,1,79,1,2,7844,2,6,6,6,1,3,3,4,6,6,6,5,4,5,1608,39,0,0.041299786
1,1,4,0,0,4103,6,4,1,0,3,3,5,2,5,5,0,1,5,4,289,68,1,0.9284328
1,1,39,0,0,713,0,0,3,0,0,5,5,3,3,1,3,6,0,4,1506,1565,1,0.9808389
0,0,15,0,2,2565,0,5,4,2,3,6,1,0,3,0,3,5,5,2,1471,857,1,0.9885223
1,1,27,0,0,6960,4,2,4,3,2,0,3,1,2,6,1,3,1,6,1312,1864,0,0.0018651648
0,1,67,1,1,3217,1,5,0,6,1,0,2,6,2,3,5,1,0,2,1281,149,0,2.7713477e-06
1,1,50,1,0,7856,4,2,1,1,1,1,2,1,1,6,6,4,6,2,379,1530,0,0.06337502
0,1,48,1,1,3227,5,3,0,1,5,3,3,3,1,5,4,4,6,3,1154,94,1,0.9909854
1,0,91,1,2,5791,3,0,6,5,4,2,2,2,4,3,4,6,3,1,367,1310,1,0.5294638
1,1,100,0,1,7709,6,5,6,2,6,4,4,2,3,2,6,5,5,0,1842,1910,1,0.99901056
0,0,9,1,1,9287,2,3,4,5,3,0,4,4,1,1,6,5,3,2,1010,1187,1,0.8438795
1,1,25,1,1,5432,5,0,2,2,6,0,0,4,6,2,1,6,2,4,1232,481,1,0.97331357
0,0,7,1,2,9346,6,5,1,4,4,2,2,4,6,5,4,5,0,6,1072,762,1,0.9866257
0,0,81,0,1,7677,5,5,3,1,5,6,5,0,2,1,1,6,4,0,1780,852,1,0.99693227
1,1,70,1,0,2756,0,4,1,5,3,4,2,3,5,2,6,2,0,6,1232,1997,1,0.9517247
1,1,15,0,2,9253,5,6,1,2,2,2,4,4,4,5,6,3,5,6,497,911,1,0.9803428
